gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,AvgMonthlyCharges,HasStreamingServices,NumAddOnServices,IsNewCustomer,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,0,1,0.428017117070136,1,1,-0.0325185647802536,0.19206447312764433,-0.0425455129975297,1,3,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0,1.4863662228735797,1,1,-1.2818785135302928,-0.23509618820425104,-1.3029978752947706,0,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1,0,1,1,1.6084834273893616,1,1,1.6283171705435033,2.5422598692855938,1.5705916096811414,1,6,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1,0,1,1,1.1200146093262338,1,1,1.28818597599668,1.610624002680684,1.1435644904538393,1,4,0,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
0,0,0,0,-0.7931549280876836,1,1,0.1732193285066055,-0.6198479353936422,0.10818369716069486,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,0,1.0793088744876398,0,1,-0.7924214286946202,0.067294946625616,-0.7731722357289682,1,2,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0,0,1.4049547531963917,1,0,0.020575085100225963,0.9048764857970474,0.005281452715080117,1,3,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1,0,1,1,-0.8338606629262776,1,0,-1.4743429943470319,-0.8968112732803318,-1.4441864880567081,0,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,-1.2002122764736234,1,0,-0.4821554122055666,-0.948698020278274,-0.634902518922412,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,-1.2816237461508113,1,0,-0.6497322446408307,-0.9890226887696979,-0.6481378274465844,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,1,0.5094285867473239,1,1,0.6444254711958629,0.683946446782554,0.6881136270522292,1,6,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
1,0,1,1,-0.06045170099299184,1,0,-0.35108046406313215,-0.2862369946533855,-0.39074309755914943,0,2,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
1,0,0,0,-1.0373893371192475,1,0,-1.5091857020810966,-0.9363680617950421,-1.3670986940632395,0,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,1,0.020959768684196134,1,0,-1.4876164068171518,-0.7546876593045734,-1.5677411011545228,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,1,1,0.30589991255435406,1,1,1.4989013989598339,0.9520681952230827,1.5481789014615623,1,5,0,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
1,0,1,0,0.020959768684196134,1,1,1.0243769031530463,0.32356940399684714,0.8961820353511767,1,3,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
0,0,1,1,-1.2816237461508113,1,1,-0.6829157758161306,-0.9894614773278201,-0.6812260987570156,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,1,1.5677776925507676,1,0,-1.4876164068171518,-0.39918116951402227,-1.5010928776707633,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,0,0,-1.2002122764736234,1,0,-0.38260481867966706,-0.9261223489628904,-0.06743866594851707,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,0,0,-0.22327464034736777,1,1,0.9828974891839214,0.18660155557902366,1.190283291306873,1,2,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0,0,0,1.1607203441648277,1,1,1.664819054836333,2.05981184963031,1.644879374366297,1,6,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True
1,0,0,0,0.631545791263106,1,0,-1.4925939364934466,-0.5681586432468552,-1.4562499203053032,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,0,0,0.346605647392948,1,0,-1.4909347599346818,-0.6533713812341732,-1.4947537059394587,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,0,-0.9559778674420595,1,1,0.35904710308828447,-0.7211203346082302,0.2627087522377854,0,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,-0.8745663977648716,0,1,-0.8139907239585651,-0.8234897052181237,-0.8774997081211642,0,3,1,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
0,0,0,0,-1.2002122764736234,1,1,-0.1552976301288631,-0.934108300720713,-0.2681741785651328,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,1,1,1,1.3642490183577978,1,0,0.48016699187812906,1.2528577518158042,0.4355030579700374,1,5,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
1,0,0,0,1.4863662228735797,1,1,1.319710330613215,2.1592852157565976,1.313756891180026,1,4,0,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False
1,0,1,0,0.22448844287716607,1,1,1.518811517665014,0.9342972586191364,1.7074858666615609,1,5,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
1,0,0,0,-1.2816237461508113,1,1,0.16326426915401518,-0.9782723690957057,0.16252481965897958,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,0.631545791263106,1,0,1.5553134019578436,1.379689584541006,1.6038292377717935,1,6,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,1,0,-0.5489205190561197,1,0,-0.6646648336697157,-0.6404929370532886,-0.6864505626481364,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,1,-0.6710377235719016,1,0,-1.5125040551986266,-0.8878599866946404,-1.5781250529653912,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,-0.5896262538947137,1,1,-0.14368339421750811,-0.5015286006960095,-0.023045235273688715,0,2,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,0,1,1,-0.30468611002455576,1,0,-1.4942531130522119,-0.7871360731777051,-1.4797122620203411,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1,0,1,1,0.9164859351332638,1,0,0.48016699187812906,0.8508616142922129,0.4011814965471262,0,2,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0,0,0,-1.2002122764736234,1,1,-0.6497322446408307,-0.9468331689062549,-0.5880274678993012,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,0,-0.9966836022806536,1,1,0.5415565245524336,-0.7518135942488734,0.27481814041875585,0,1,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,0.26519417771576004,1,0,-0.18682198474539805,-0.03957200670502908,-0.2744100450813295,1,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
0,0,0,0,-1.1188008067964355,1,0,-1.4859572302583868,-0.9571666394500312,-1.3681386111615672,0,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,1.1607203441648277,1,1,1.7809614139498826,2.2230631326796497,1.8466907078260666,1,6,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
0,0,0,0,-1.2816237461508113,0,1,-0.9682941439237093,-0.9932350589276703,-0.965785232026724,1,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,-1.1595065416350294,1,0,-1.3167212212643575,-0.9642091958078912,-1.3057672197414043,0,0,1,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,0,1.2421318138420157,1,1,0.49012205123071895,1.0911861075757043,0.36504604850504757,1,4,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False
1,0,0,0,-0.8338606629262776,1,0,-1.3266762806169474,-0.8858854381830907,-1.3755283250875638,0,0,1,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,1,0,-1.2002122764736234,1,1,0.33913698438310474,-0.9138143299075645,0.24193667080401465,0,0,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,1,1,-0.7117434584104956,1,1,1.3412796258771595,-0.32474069062860256,1.2908348713446836,1,4,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
1,0,0,1,0.7129572609402939,0,1,-0.7260543663440205,-0.04005467411896338,-0.6874797820346871,1,3,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
1,0,1,0,0.387311382231542,1,1,1.0061259610066313,0.7283957277203259,0.9705482832195454,1,3,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
0,0,1,0,-0.9152721326034655,1,1,-1.4925939364934466,-0.9265391980931063,-1.5274586375212935,0,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,0,1,1,0.9164859351332638,1,0,-0.18184445506910288,0.3763337281110335,-0.24942415815588861,1,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
0,0,0,0,-0.38609757970174374,1,1,0.3341594547068096,-0.22853629926032518,0.4098956132167468,0,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,-0.9559778674420595,1,1,0.1367174442137754,-0.7219759722965684,0.25553962678719194,1,3,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
0,1,1,0,1.0793088744876398,1,1,0.9663057235962715,1.3973508240054218,0.9267797642062695,0,4,0,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
0,0,1,0,1.6084834273893616,1,0,0.6693131195773377,1.6919973407844333,0.6800805300729741,1,6,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,0,0,0,-1.2816237461508113,1,1,1.026036079711811,-0.9668638665845303,1.0228198737301906,1,3,1,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
0,0,1,1,-0.3453918448631497,1,1,-1.4544328756418519,-0.7936301438379125,-1.4722425847720115,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,1,1,1.0386031396490458,1,1,0.06205449906935077,0.7332443412875755,0.11637238605529227,1,2,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,1,1,-0.06045170099299184,1,1,0.34245533750063456,0.01981802463680142,0.35374300692555216,1,4,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False
0,0,1,0,-0.6710377235719016,1,0,-1.5042081724048018,-0.8709446877790322,-1.4984029992768209,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,0,0.18378270803857208,1,0,0.4751894622018339,0.26874277365948684,0.45526659299599737,1,4,0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True
1,0,1,1,-0.6303319887333076,1,1,0.13505826765501053,-0.5044684840354277,0.08895207521578567,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,0.6722515261016999,1,1,0.9596690173612115,1.0679083745673255,1.0474334959600933,1,3,0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,0,0,-1.2409180113122174,1,1,-0.6563689508758908,-0.9657010769055066,-0.5190935693359028,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,0,0.590840056424512,1,0,0.6825865320474579,0.7647932386165568,0.6971116030542124,1,2,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,0,0,-1.2816237461508113,1,1,0.15165003324266044,-0.9784259450910484,0.15094392470032886,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,0.9571916699718578,1,0,0.8219573629837174,1.164376039070476,0.7778189505360783,1,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,0,1,1,0.5501343215859179,1,0,0.8634367769528422,0.8500498554596871,0.8987388563160741,1,3,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False
1,0,1,1,1.6084834273893616,1,0,0.8219573629837174,1.7726905566230935,0.7645934897117007,1,6,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
1,0,0,0,0.428017117070136,1,1,1.1637477340893057,0.8390582020787276,1.092074395077605,1,3,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False
0,0,0,0,-1.2816237461508113,1,0,0.18483356441796028,-0.9779871565329262,0.18403219601076007,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,0,1.6084834273893616,1,1,1.550335872281549,2.5114130336496086,1.5382845892210957,1,5,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,1,0,0,-0.8338606629262776,0,1,-1.1806687434456282,-0.8416555515243799,-1.0975868460799416,0,1,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,0,1.4456604880349857,0,1,-0.7625562506368502,0.29241541637017576,-0.7055800396259432,0,3,0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
1,1,0,0,0.346605647392948,1,1,1.1106540842088262,0.8286150343954208,1.2309531705828787,1,3,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,1,1,1.0386031396490458,1,1,0.8833468956580218,1.4095272064933109,0.9956361473863622,1,3,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0,0,1,0.26519417771576004,0,0,-1.1557810950641534,-0.5125202540769689,-1.188876538208208,0,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,0,0,1,0.631545791263106,1,1,0.458597696614184,0.6068951759763076,0.38976541627322236,1,4,0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
1,0,1,1,-0.30468611002455576,1,1,-1.3117436915880627,-0.7689702268714488,-1.4249180847302672,0,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,0,1,1,-0.6710377235719016,1,0,-1.4743429943470319,-0.8814317343181511,-1.5478286045467777,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,-0.3453918448631497,1,1,0.8169798333074222,-0.049225354983715976,0.8666845934840939,1,3,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,0.428017117070136,1,1,0.8534817176002523,0.6945870693170157,0.8387182711483152,0,4,0,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
0,0,0,0,-1.2816237461508113,0,0,-0.9915226157464192,-0.9935422109183557,-0.9889470219440258,1,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,0,1,-1.2002122764736234,1,1,-0.3394662281517771,-0.9345690287067414,-0.27975507352378404,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,0,0,-1.2002122764736234,1,1,0.17653768162413533,-0.908132018079883,0.38476770862737586,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,0.9978974048104517,1,0,-0.3062826969764773,0.38274004105961656,-0.3075898561436992,0,2,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,1,1,0,0.9978974048104517,1,0,0.9646465470375066,1.377627278317832,1.0085977220265843,1,3,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
0,0,0,1,-1.2816237461508113,1,0,-0.3461029343868372,-0.9850077734628804,-0.34538014495613906,0,2,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,0,0,-0.9559778674420595,1,0,-0.6563689508758908,-0.8261882548505748,-0.6176230883491869,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,0,-1.0780950719578415,1,1,1.0227177265942813,-0.7571668146579634,1.0153750126853438,1,3,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,1,1,1.2421318138420157,1,1,1.3230286837307448,1.8858760651906972,1.316255067081586,1,4,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
0,1,0,0,-0.7524491932490895,1,1,0.5116913464946635,-0.544639576531509,0.3520733453087354,0,1,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,0,1,-0.38609757970174374,1,1,-0.3195561094465974,-0.4454294835400949,-0.3012144958591721,0,2,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,1,0,1.5677776925507676,1,1,-1.3432680462045974,-0.27105491054235975,-1.3650115365067363,0,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,1,1,0.428017117070136,1,1,0.9165304268333218,0.7633452363747537,0.9592980877609794,1,2,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,1,0,0,-0.6303319887333076,1,1,0.8037064208373025,-0.35209915722751745,0.7648286759538585,1,3,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0,1,1,-0.7117434584104956,1,0,-0.618207890024296,-0.7283384063893393,-0.7381379254109572,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,0.1023712383613841,1,0,-0.3212152860053623,-0.1646486851977428,-0.3296868505631917,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,1,1,-0.06045170099299184,1,1,1.303118565025565,0.4142669989606917,1.313249506748524,1,4,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,1,1,1.5677776925507676,1,0,0.8435266582476619,1.7665255773814774,0.7990779151930355,1,6,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,0,0,0.06166550352279012,1,1,0.29931674697274485,0.09877802567087896,0.30806455420236173,0,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,-0.7117434584104956,1,1,-0.009290092957543614,-0.5725245894001704,0.04517175074465029,1,2,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,1,1.4456604880349857,1,0,-1.3117436915880627,-0.2979965280110586,-1.3603142081811006,0,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,1,1,-0.2639803751859618,1,1,0.5664441729339085,-0.09488130445632387,0.5023159135007155,1,4,0,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
1,0,0,1,-1.2816237461508113,1,1,0.18317438785919538,-0.9780090959608324,0.18237778244523858,1,4,1,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0,1,0,0,0.9978974048104517,1,0,0.16326426915401518,0.747548848282357,0.1750345081982746,1,4,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
0,0,0,0,0.26519417771576004,1,1,1.0160810203592212,0.6114585769807778,0.9843865739773053,1,4,0,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
1,0,1,1,0.5501343215859179,1,0,-1.3283354571757127,-0.49343295179865615,-1.3036452545160617,0,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1,0,0,0,1.2828375486806096,1,1,1.309755271260625,1.9277364936355483,1.311437490277819,1,4,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
0,0,1,0,-1.2002122764736234,1,0,0.9945117250952766,-0.8890447158015701,0.8645476426286282,1,2,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0,-1.1595065416350294,1,1,-1.4859572302583868,-0.9788866730770767,-1.5824678885748853,0,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,0,1,1,1.5677776925507676,1,1,0.873391836305432,1.882519332721063,0.9222734718256058,1,6,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,0,1,0,-0.3453918448631497,1,1,1.1405192622665956,0.057926810909708526,1.2033577540677307,1,4,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
0,0,0,0,0.428017117070136,1,1,-1.5025489958460367,-0.6669957659638653,-1.5490622007082784,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,0,-0.6303319887333076,1,1,0.13505826765501053,-0.5227440274812145,0.007885810505229154,1,3,0,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True
1,1,1,0,0.06166550352279012,1,1,0.6726314726948681,0.2523540210136251,0.6486791118097412,1,2,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
1,0,0,0,-0.9152721326034655,1,1,-0.6663240102284806,-0.8178732116741603,-0.708027598518465,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,0,0,0.30589991255435406,1,1,0.8833468956580218,0.6030118972369267,0.8901359057753618,1,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,0,0,0.7943687306174818,1,0,-0.168571042598983,0.3527488431119689,-0.1740528939881853,0,2,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,0,1,1,0.7536629957788878,1,1,0.9580098408024466,0.9828930914311625,0.7963922916254756,1,3,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,-0.7931549280876836,1,0,1.1886353824707805,-0.432682675926647,1.1938607838887276,1,3,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
0,0,0,1,-0.5896262538947137,1,0,-0.004312563281248919,-0.49698713911944536,-0.004019479270190684,1,2,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,1,-0.10115743583158582,1,1,-0.014267622633838777,-0.13786064372438658,0.040815128355443715,1,3,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
1,0,0,0,-1.1595065416350294,1,1,0.3275227484717495,-0.8676757130210223,0.514087702332311,0,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,-1.1595065416350294,1,1,-0.03915527101531366,-0.9096677780333104,-0.2775491887697552,1,3,1,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
1,0,0,0,-1.2816237461508113,1,1,-1.4842980536996218,-1.0000582210064695,-1.480307850903929,0,0,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,1,0.22448844287716607,1,0,-1.5042081724048018,-0.6740822011775378,-1.4842261988222696,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,0,0,1.6084834273893616,1,1,0.6560397071072182,1.7050513003885668,0.6937524199547147,0,2,0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,0,1,0,1.6084834273893616,1,0,0.5150096996121938,1.508671481201007,0.4880766446077225,0,1,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0,-1.2816237461508113,1,1,-0.34112540471054226,-0.9849419551791619,-0.3404169042595744,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,1,1,0.9571916699718578,1,1,1.2699350338502653,1.568412543389335,1.3218846687975971,1,4,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
1,1,0,0,-0.7117434584104956,1,0,0.35572874997075465,-0.5057848497097941,0.3806868218324231,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0,1.3235432835192036,1,0,-1.2752418072952327,-0.2636174444821896,-1.2840434970002867,0,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,1,1,-1.1188008067964355,1,0,-0.017585975751368575,-0.8698696558116329,-0.05155629571951019,0,3,1,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1,0,1,1,1.6084834273893616,1,1,-1.3183803978231226,-0.21958501267463365,-1.3219896638699908,0,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,0,1.6084834273893616,1,1,1.0924031420624107,1.992962412800404,0.9952922702372073,1,3,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False
1,0,0,0,0.06166550352279012,1,1,-0.5020655309107466,-0.2479746323851356,-0.4609944576525868,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,0,1.2828375486806096,1,1,0.9729424298313315,1.6595269874833956,0.9954186490512398,1,3,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
1,0,1,0,1.3235432835192036,1,1,-1.477661347464562,-0.38827727384468724,-1.4286646951432638,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
